Time,Break_Chance,Mean_Accumulation,Std_Accumulation
0.0,0.2,0.0,0.0
0.05000500050005,0.2,0.0,0.0
0.1000100010001,0.2,0.0,0.0
0.15001500150015,0.2,0.0,0.0
0.2000200020002,0.2,0.0,0.0
0.25002500250025,0.2,0.0,0.0
0.3000300030003,0.2,0.0,0.0
0.35003500350035,0.2,0.0,0.0
0.4000400040004,0.2,0.0,0.0
0.45004500450045004,0.2,0.0,0.0
0.5000500050005,0.2,0.0,0.0
0.55005500550055,0.2,0.0,0.0
0.6000600060006,0.2,0.0,0.0
0.65006500650065,0.2,0.0,0.0
0.7000700070007,0.2,0.0,0.0
0.7500750075007501,0.2,0.0,0.0
0.8000800080008,0.2,0.0,0.0
0.85008500850085,0.2,0.0,0.0
0.9000900090009001,0.2,0.0,0.0
0.95009500950095,0.2,0.0,0.0
1.000100010001,0.2,0.0,0.0
1.05010501050105,0.2,0.0,0.0
1.1001100110011,0.2,0.0,0.0
1.15011501150115,0.2,0.0,0.0
1.2001200120012,0.2,0.0,0.0
1.25012501250125,0.2,0.0,0.0
1.3001300130013,0.2,0.0,0.0
1.3501350135013501,0.2,0.0,0.0
1.4001400140014,0.2,0.0,0.0
1.45014501450145,0.2,0.0,0.0
1.5001500150015001,0.2,0.0,0.0
1.55015501550155,0.2,0.0,0.0
1.6001600160016,0.2,0.0,0.0
1.6501650165016502,0.2,0.0,0.0
1.7001700170017,0.2,0.0,0.0
1.75017501750175,0.2,0.0,0.0
1.8001800180018002,0.2,0.0,0.0
1.85018501850185,0.2,0.0,0.0
1.9001900190019,0.2,0.0,0.0
1.9501950195019502,0.2,0.0,0.0
2.000200020002,0.2,0.0,0.0
2.05020502050205,0.2,0.0,0.0
2.1002100210021,0.2,0.0,0.0
2.15021502150215,0.2,0.0,0.0
2.2002200220022,0.2,0.0,0.0
2.25022502250225,0.2,0.0,0.0
2.3002300230023,0.2,0.0,0.0
2.35023502350235,0.2,0.0,0.0
2.4002400240024,0.2,0.0,0.0
2.45024502450245,0.2,0.0,0.0
2.5002500250025,0.2,0.0,0.0
2.5502550255025502,0.2,0.0,0.0
2.6002600260026,0.2,0.0,0.0
2.65026502650265,0.2,0.0,0.0
2.7002700270027002,0.2,0.0,0.0
2.75027502750275,0.2,0.0,0.0
2.8002800280028,0.2,0.0,0.0
2.8502850285028503,0.2,0.0,0.0
2.9002900290029,0.2,0.0,0.0
2.95029502950295,0.2,0.0,0.0
3.0003000300030003,0.2,0.0,0.0
3.05030503050305,0.2,0.0,0.0
3.1003100310031,0.2,0.0,0.0
3.1503150315031503,0.2,0.0,0.0
3.2003200320032,0.2,0.0,0.0
3.25032503250325,0.2,0.0,0.0
3.3003300330033003,0.2,0.0,0.0
3.35033503350335,0.2,0.0,0.0
3.4003400340034,0.2,0.0,0.0
3.4503450345034503,0.2,0.0,0.0
3.5003500350035,0.2,0.0,0.0
3.55035503550355,0.2,0.0,0.0
3.6003600360036003,0.2,0.0,0.0
3.65036503650365,0.2,0.0,0.0
3.7003700370037,0.2,0.0,0.0
3.7503750375037503,0.2,0.0,0.0
3.8003800380038,0.2,0.0,0.0
3.85038503850385,0.2,0.0,0.0
3.9003900390039004,0.2,0.0,0.0
3.95039503950395,0.2,0.0,0.0
4.000400040004,0.2,0.0,0.0
4.05040504050405,0.2,0.0,0.0
4.1004100410041,0.2,0.0,0.0
4.15041504150415,0.2,0.0,0.0
